,ave_q,ave_x,ave_t,ave_p,counts
11938,3.25,0.79,1.75,333.0,0
11939,3.25,0.79,1.75,351.0,0
11940,3.25,0.79,2.5,9.0,0
11941,3.25,0.79,2.5,27.0,0
11942,3.25,0.79,2.5,45.0,0
11943,3.25,0.79,2.5,63.0,0
11944,3.25,0.79,2.5,81.0,0
11945,3.25,0.79,2.5,99.0,0
11946,3.25,0.79,2.5,117.0,0
11947,3.25,0.79,2.5,135.0,0
11948,3.25,0.79,2.5,153.0,0
11949,3.25,0.79,2.5,171.0,0
11950,3.25,0.79,2.5,189.0,0
11951,3.25,0.79,2.5,207.0,0
11952,3.25,0.79,2.5,225.0,0
11953,3.25,0.79,2.5,243.0,0
11954,3.25,0.79,2.5,261.0,0
11955,3.25,0.79,2.5,279.0,0
11956,3.25,0.79,2.5,297.0,0
11957,3.25,0.79,2.5,315.0,0
11958,3.25,0.79,2.5,333.0,0
11959,3.25,0.79,2.5,351.0,0
11960,3.25,0.79,4.0,9.0,0
11961,3.25,0.79,4.0,27.0,0
11962,3.25,0.79,4.0,45.0,0
11963,3.25,0.79,4.0,63.0,0
11964,3.25,0.79,4.0,81.0,0
11965,3.25,0.79,4.0,99.0,0
11966,3.25,0.79,4.0,117.0,0
11967,3.25,0.79,4.0,135.0,0
11968,3.25,0.79,4.0,153.0,0
11969,3.25,0.79,4.0,171.0,0
11970,3.25,0.79,4.0,189.0,0
11971,3.25,0.79,4.0,207.0,0
11972,3.25,0.79,4.0,225.0,0
11973,3.25,0.79,4.0,243.0,0
11974,3.25,0.79,4.0,261.0,0
11975,3.25,0.79,4.0,279.0,0
11976,3.25,0.79,4.0,297.0,0
11977,3.25,0.79,4.0,315.0,0
11978,3.25,0.79,4.0,333.0,0
11979,3.25,0.79,4.0,351.0,0
11980,3.25,0.79,7.5,9.0,0
11981,3.25,0.79,7.5,27.0,0
11982,3.25,0.79,7.5,45.0,0
11983,3.25,0.79,7.5,63.0,0
11984,3.25,0.79,7.5,81.0,0
11985,3.25,0.79,7.5,99.0,0
11986,3.25,0.79,7.5,117.0,0
11987,3.25,0.79,7.5,135.0,0
11988,3.25,0.79,7.5,153.0,0
11989,3.25,0.79,7.5,171.0,0
11990,3.25,0.79,7.5,189.0,0
11991,3.25,0.79,7.5,207.0,0
11992,3.25,0.79,7.5,225.0,0
11993,3.25,0.79,7.5,243.0,0
11994,3.25,0.79,7.5,261.0,0
11995,3.25,0.79,7.5,279.0,0
11996,3.25,0.79,7.5,297.0,0
11997,3.25,0.79,7.5,315.0,0
11998,3.25,0.79,7.5,333.0,0
11999,3.25,0.79,7.5,351.0,0
12000,3.75,0.05,0.045,9.0,0
12001,3.75,0.05,0.045,27.0,0
12002,3.75,0.05,0.045,45.0,0
12003,3.75,0.05,0.045,63.0,0
12004,3.75,0.05,0.045,81.0,0
12005,3.75,0.05,0.045,99.0,0
12006,3.75,0.05,0.045,117.0,0
12007,3.75,0.05,0.045,135.0,0
12008,3.75,0.05,0.045,153.0,0
12009,3.75,0.05,0.045,171.0,0
12010,3.75,0.05,0.045,189.0,0
12011,3.75,0.05,0.045,207.0,0
12012,3.75,0.05,0.045,225.0,0
12013,3.75,0.05,0.045,243.0,0
12014,3.75,0.05,0.045,261.0,0
12015,3.75,0.05,0.045,279.0,0
12016,3.75,0.05,0.045,297.0,0
12017,3.75,0.05,0.045,315.0,0
12018,3.75,0.05,0.045,333.0,0
12019,3.75,0.05,0.045,351.0,0
12020,3.75,0.05,0.12,9.0,0
12021,3.75,0.05,0.12,27.0,0
12022,3.75,0.05,0.12,45.0,0
12023,3.75,0.05,0.12,63.0,0
12024,3.75,0.05,0.12,81.0,0
12025,3.75,0.05,0.12,99.0,0
12026,3.75,0.05,0.12,117.0,0
12027,3.75,0.05,0.12,135.0,0
12028,3.75,0.05,0.12,153.0,0
12029,3.75,0.05,0.12,171.0,0
12030,3.75,0.05,0.12,189.0,0
12031,3.75,0.05,0.12,207.0,0
12032,3.75,0.05,0.12,225.0,0
12033,3.75,0.05,0.12,243.0,0
12034,3.75,0.05,0.12,261.0,0
12035,3.75,0.05,0.12,279.0,0
12036,3.75,0.05,0.12,297.0,0
12037,3.75,0.05,0.12,315.0,0
12038,3.75,0.05,0.12,333.0,0
12039,3.75,0.05,0.12,351.0,0
12040,3.75,0.05,0.175,9.0,0
12041,3.75,0.05,0.175,27.0,0
12042,3.75,0.05,0.175,45.0,0
12043,3.75,0.05,0.175,63.0,0
12044,3.75,0.05,0.175,81.0,0
12045,3.75,0.05,0.175,99.0,0
12046,3.75,0.05,0.175,117.0,0
12047,3.75,0.05,0.175,135.0,0
12048,3.75,0.05,0.175,153.0,0
12049,3.75,0.05,0.175,171.0,0
12050,3.75,0.05,0.175,189.0,0
12051,3.75,0.05,0.175,207.0,0
12052,3.75,0.05,0.175,225.0,0
12053,3.75,0.05,0.175,243.0,0
12054,3.75,0.05,0.175,261.0,0
12055,3.75,0.05,0.175,279.0,0
12056,3.75,0.05,0.175,297.0,0
12057,3.75,0.05,0.175,315.0,0
12058,3.75,0.05,0.175,333.0,0
12059,3.75,0.05,0.175,351.0,0
12060,3.75,0.05,0.25,9.0,0
12061,3.75,0.05,0.25,27.0,0
12062,3.75,0.05,0.25,45.0,0
12063,3.75,0.05,0.25,63.0,0
12064,3.75,0.05,0.25,81.0,0
12065,3.75,0.05,0.25,99.0,0
12066,3.75,0.05,0.25,117.0,0
12067,3.75,0.05,0.25,135.0,0
12068,3.75,0.05,0.25,153.0,0
12069,3.75,0.05,0.25,171.0,0
12070,3.75,0.05,0.25,189.0,0
12071,3.75,0.05,0.25,207.0,0
12072,3.75,0.05,0.25,225.0,0
12073,3.75,0.05,0.25,243.0,0
12074,3.75,0.05,0.25,261.0,0
12075,3.75,0.05,0.25,279.0,0
12076,3.75,0.05,0.25,297.0,0
12077,3.75,0.05,0.25,315.0,0
12078,3.75,0.05,0.25,333.0,0
12079,3.75,0.05,0.25,351.0,0
12080,3.75,0.05,0.35,9.0,0
12081,3.75,0.05,0.35,27.0,0
12082,3.75,0.05,0.35,45.0,0
12083,3.75,0.05,0.35,63.0,0
12084,3.75,0.05,0.35,81.0,0
12085,3.75,0.05,0.35,99.0,0
12086,3.75,0.05,0.35,117.0,0
12087,3.75,0.05,0.35,135.0,0
12088,3.75,0.05,0.35,153.0,0
12089,3.75,0.05,0.35,171.0,0
12090,3.75,0.05,0.35,189.0,0
12091,3.75,0.05,0.35,207.0,0
12092,3.75,0.05,0.35,225.0,0
12093,3.75,0.05,0.35,243.0,0
12094,3.75,0.05,0.35,261.0,0
12095,3.75,0.05,0.35,279.0,0
12096,3.75,0.05,0.35,297.0,0
12097,3.75,0.05,0.35,315.0,0
12098,3.75,0.05,0.35,333.0,0
12099,3.75,0.05,0.35,351.0,0
12100,3.75,0.05,0.5,9.0,0
12101,3.75,0.05,0.5,27.0,0
12102,3.75,0.05,0.5,45.0,0
12103,3.75,0.05,0.5,63.0,0
12104,3.75,0.05,0.5,81.0,0
12105,3.75,0.05,0.5,99.0,0
12106,3.75,0.05,0.5,117.0,0
12107,3.75,0.05,0.5,135.0,0
12108,3.75,0.05,0.5,153.0,0
12109,3.75,0.05,0.5,171.0,0
12110,3.75,0.05,0.5,189.0,0
12111,3.75,0.05,0.5,207.0,0
12112,3.75,0.05,0.5,225.0,0
12113,3.75,0.05,0.5,243.0,0
12114,3.75,0.05,0.5,261.0,0
12115,3.75,0.05,0.5,279.0,0
12116,3.75,0.05,0.5,297.0,0
12117,3.75,0.05,0.5,315.0,0
12118,3.75,0.05,0.5,333.0,0
12119,3.75,0.05,0.5,351.0,0
12120,3.75,0.05,0.8,9.0,0
12121,3.75,0.05,0.8,27.0,0
12122,3.75,0.05,0.8,45.0,0
12123,3.75,0.05,0.8,63.0,0
12124,3.75,0.05,0.8,81.0,0
12125,3.75,0.05,0.8,99.0,0
12126,3.75,0.05,0.8,117.0,0
12127,3.75,0.05,0.8,135.0,0
12128,3.75,0.05,0.8,153.0,0
12129,3.75,0.05,0.8,171.0,0
12130,3.75,0.05,0.8,189.0,0
12131,3.75,0.05,0.8,207.0,0
12132,3.75,0.05,0.8,225.0,0
12133,3.75,0.05,0.8,243.0,0
12134,3.75,0.05,0.8,261.0,0
12135,3.75,0.05,0.8,279.0,0
12136,3.75,0.05,0.8,297.0,0
12137,3.75,0.05,0.8,315.0,0
12138,3.75,0.05,0.8,333.0,0
12139,3.75,0.05,0.8,351.0,0
12140,3.75,0.05,1.25,9.0,0
12141,3.75,0.05,1.25,27.0,0
12142,3.75,0.05,1.25,45.0,0
12143,3.75,0.05,1.25,63.0,0
12144,3.75,0.05,1.25,81.0,0
12145,3.75,0.05,1.25,99.0,0
12146,3.75,0.05,1.25,117.0,0
12147,3.75,0.05,1.25,135.0,0
12148,3.75,0.05,1.25,153.0,0
12149,3.75,0.05,1.25,171.0,0
12150,3.75,0.05,1.25,189.0,0
12151,3.75,0.05,1.25,207.0,0
12152,3.75,0.05,1.25,225.0,0
12153,3.75,0.05,1.25,243.0,0
12154,3.75,0.05,1.25,261.0,0
12155,3.75,0.05,1.25,279.0,0
12156,3.75,0.05,1.25,297.0,0
12157,3.75,0.05,1.25,315.0,0
12158,3.75,0.05,1.25,333.0,0
12159,3.75,0.05,1.25,351.0,0
12160,3.75,0.05,1.75,9.0,0
12161,3.75,0.05,1.75,27.0,0
12162,3.75,0.05,1.75,45.0,0
12163,3.75,0.05,1.75,63.0,0
12164,3.75,0.05,1.75,81.0,0
12165,3.75,0.05,1.75,99.0,0
12166,3.75,0.05,1.75,117.0,0
12167,3.75,0.05,1.75,135.0,0
12168,3.75,0.05,1.75,153.0,0
12169,3.75,0.05,1.75,171.0,0
12170,3.75,0.05,1.75,189.0,0
12171,3.75,0.05,1.75,207.0,0
12172,3.75,0.05,1.75,225.0,0
12173,3.75,0.05,1.75,243.0,0
12174,3.75,0.05,1.75,261.0,0
12175,3.75,0.05,1.75,279.0,0
12176,3.75,0.05,1.75,297.0,0
12177,3.75,0.05,1.75,315.0,0
12178,3.75,0.05,1.75,333.0,0
12179,3.75,0.05,1.75,351.0,0
12180,3.75,0.05,2.5,9.0,0
12181,3.75,0.05,2.5,27.0,0
12182,3.75,0.05,2.5,45.0,0
12183,3.75,0.05,2.5,63.0,0
12184,3.75,0.05,2.5,81.0,0
12185,3.75,0.05,2.5,99.0,0
12186,3.75,0.05,2.5,117.0,0
12187,3.75,0.05,2.5,135.0,0
12188,3.75,0.05,2.5,153.0,0
12189,3.75,0.05,2.5,171.0,0
12190,3.75,0.05,2.5,189.0,0
12191,3.75,0.05,2.5,207.0,0
12192,3.75,0.05,2.5,225.0,0
12193,3.75,0.05,2.5,243.0,0
12194,3.75,0.05,2.5,261.0,0
12195,3.75,0.05,2.5,279.0,0
12196,3.75,0.05,2.5,297.0,0
12197,3.75,0.05,2.5,315.0,0
12198,3.75,0.05,2.5,333.0,0
12199,3.75,0.05,2.5,351.0,0
12200,3.75,0.05,4.0,9.0,0
12201,3.75,0.05,4.0,27.0,0
12202,3.75,0.05,4.0,45.0,0
12203,3.75,0.05,4.0,63.0,0
12204,3.75,0.05,4.0,81.0,0
12205,3.75,0.05,4.0,99.0,0
12206,3.75,0.05,4.0,117.0,0
12207,3.75,0.05,4.0,135.0,0
12208,3.75,0.05,4.0,153.0,0
12209,3.75,0.05,4.0,171.0,0
12210,3.75,0.05,4.0,189.0,0
12211,3.75,0.05,4.0,207.0,0
12212,3.75,0.05,4.0,225.0,0
12213,3.75,0.05,4.0,243.0,0
12214,3.75,0.05,4.0,261.0,0
12215,3.75,0.05,4.0,279.0,0
12216,3.75,0.05,4.0,297.0,0
12217,3.75,0.05,4.0,315.0,0
12218,3.75,0.05,4.0,333.0,0
12219,3.75,0.05,4.0,351.0,0
12220,3.75,0.05,7.5,9.0,0
12221,3.75,0.05,7.5,27.0,0
12222,3.75,0.05,7.5,45.0,0
12223,3.75,0.05,7.5,63.0,0
12224,3.75,0.05,7.5,81.0,0
12225,3.75,0.05,7.5,99.0,0
12226,3.75,0.05,7.5,117.0,0
12227,3.75,0.05,7.5,135.0,0
12228,3.75,0.05,7.5,153.0,0
12229,3.75,0.05,7.5,171.0,0
12230,3.75,0.05,7.5,189.0,0
12231,3.75,0.05,7.5,207.0,0
12232,3.75,0.05,7.5,225.0,0
12233,3.75,0.05,7.5,243.0,0
12234,3.75,0.05,7.5,261.0,0
12235,3.75,0.05,7.5,279.0,0
12236,3.75,0.05,7.5,297.0,0
12237,3.75,0.05,7.5,315.0,0
12238,3.75,0.05,7.5,333.0,0
12239,3.75,0.05,7.5,351.0,0
12240,3.75,0.125,0.045,9.0,0
12241,3.75,0.125,0.045,27.0,0
12242,3.75,0.125,0.045,45.0,0
12243,3.75,0.125,0.045,63.0,0
12244,3.75,0.125,0.045,81.0,0
12245,3.75,0.125,0.045,99.0,0
12246,3.75,0.125,0.045,117.0,0
12247,3.75,0.125,0.045,135.0,0
12248,3.75,0.125,0.045,153.0,0
12249,3.75,0.125,0.045,171.0,0
12250,3.75,0.125,0.045,189.0,0
12251,3.75,0.125,0.045,207.0,0
12252,3.75,0.125,0.045,225.0,0
12253,3.75,0.125,0.045,243.0,0
12254,3.75,0.125,0.045,261.0,0
12255,3.75,0.125,0.045,279.0,0
12256,3.75,0.125,0.045,297.0,0
12257,3.75,0.125,0.045,315.0,0
12258,3.75,0.125,0.045,333.0,0
12259,3.75,0.125,0.045,351.0,0
12260,3.75,0.125,0.12,9.0,0
12261,3.75,0.125,0.12,27.0,0
12262,3.75,0.125,0.12,45.0,0
12263,3.75,0.125,0.12,63.0,0
12264,3.75,0.125,0.12,81.0,0
12265,3.75,0.125,0.12,99.0,0
12266,3.75,0.125,0.12,117.0,0
12267,3.75,0.125,0.12,135.0,0
12268,3.75,0.125,0.12,153.0,0
12269,3.75,0.125,0.12,171.0,0
12270,3.75,0.125,0.12,189.0,0
12271,3.75,0.125,0.12,207.0,0
12272,3.75,0.125,0.12,225.0,0
12273,3.75,0.125,0.12,243.0,0
12274,3.75,0.125,0.12,261.0,0
12275,3.75,0.125,0.12,279.0,0
12276,3.75,0.125,0.12,297.0,0
12277,3.75,0.125,0.12,315.0,0
12278,3.75,0.125,0.12,333.0,0
12279,3.75,0.125,0.12,351.0,0
12280,3.75,0.125,0.175,9.0,0
12281,3.75,0.125,0.175,27.0,0
12282,3.75,0.125,0.175,45.0,0
12283,3.75,0.125,0.175,63.0,0
12284,3.75,0.125,0.175,81.0,0
12285,3.75,0.125,0.175,99.0,0
12286,3.75,0.125,0.175,117.0,0
12287,3.75,0.125,0.175,135.0,0
12288,3.75,0.125,0.175,153.0,0
12289,3.75,0.125,0.175,171.0,0
12290,3.75,0.125,0.175,189.0,0
12291,3.75,0.125,0.175,207.0,0
12292,3.75,0.125,0.175,225.0,0
12293,3.75,0.125,0.175,243.0,0
12294,3.75,0.125,0.175,261.0,0
12295,3.75,0.125,0.175,279.0,0
12296,3.75,0.125,0.175,297.0,0
12297,3.75,0.125,0.175,315.0,0
12298,3.75,0.125,0.175,333.0,0
12299,3.75,0.125,0.175,351.0,0
12300,3.75,0.125,0.25,9.0,0
12301,3.75,0.125,0.25,27.0,0
12302,3.75,0.125,0.25,45.0,0
12303,3.75,0.125,0.25,63.0,0
12304,3.75,0.125,0.25,81.0,0
12305,3.75,0.125,0.25,99.0,0
12306,3.75,0.125,0.25,117.0,0
12307,3.75,0.125,0.25,135.0,0
12308,3.75,0.125,0.25,153.0,0
12309,3.75,0.125,0.25,171.0,0
12310,3.75,0.125,0.25,189.0,0
12311,3.75,0.125,0.25,207.0,0
12312,3.75,0.125,0.25,225.0,0
12313,3.75,0.125,0.25,243.0,0
12314,3.75,0.125,0.25,261.0,0
12315,3.75,0.125,0.25,279.0,0
12316,3.75,0.125,0.25,297.0,0
12317,3.75,0.125,0.25,315.0,0
12318,3.75,0.125,0.25,333.0,0
12319,3.75,0.125,0.25,351.0,0
12320,3.75,0.125,0.35,9.0,0
12321,3.75,0.125,0.35,27.0,0
12322,3.75,0.125,0.35,45.0,0
12323,3.75,0.125,0.35,63.0,0
12324,3.75,0.125,0.35,81.0,0
12325,3.75,0.125,0.35,99.0,0
12326,3.75,0.125,0.35,117.0,0
12327,3.75,0.125,0.35,135.0,0
12328,3.75,0.125,0.35,153.0,0
12329,3.75,0.125,0.35,171.0,0
12330,3.75,0.125,0.35,189.0,0
12331,3.75,0.125,0.35,207.0,0
12332,3.75,0.125,0.35,225.0,0
12333,3.75,0.125,0.35,243.0,0
12334,3.75,0.125,0.35,261.0,0
12335,3.75,0.125,0.35,279.0,0
12336,3.75,0.125,0.35,297.0,0
12337,3.75,0.125,0.35,315.0,0
12338,3.75,0.125,0.35,333.0,0
12339,3.75,0.125,0.35,351.0,0
12340,3.75,0.125,0.5,9.0,0
12341,3.75,0.125,0.5,27.0,0
12342,3.75,0.125,0.5,45.0,0
12343,3.75,0.125,0.5,63.0,0
12344,3.75,0.125,0.5,81.0,0
12345,3.75,0.125,0.5,99.0,0
12346,3.75,0.125,0.5,117.0,0
12347,3.75,0.125,0.5,135.0,0
12348,3.75,0.125,0.5,153.0,0
12349,3.75,0.125,0.5,171.0,0
12350,3.75,0.125,0.5,189.0,0
12351,3.75,0.125,0.5,207.0,0
12352,3.75,0.125,0.5,225.0,0
12353,3.75,0.125,0.5,243.0,0
12354,3.75,0.125,0.5,261.0,0
12355,3.75,0.125,0.5,279.0,0
12356,3.75,0.125,0.5,297.0,0
12357,3.75,0.125,0.5,315.0,0
12358,3.75,0.125,0.5,333.0,0
12359,3.75,0.125,0.5,351.0,0
12360,3.75,0.125,0.8,9.0,0
12361,3.75,0.125,0.8,27.0,0
12362,3.75,0.125,0.8,45.0,0
12363,3.75,0.125,0.8,63.0,0
12364,3.75,0.125,0.8,81.0,0
12365,3.75,0.125,0.8,99.0,0
12366,3.75,0.125,0.8,117.0,0
12367,3.75,0.125,0.8,135.0,0
12368,3.75,0.125,0.8,153.0,0
12369,3.75,0.125,0.8,171.0,0
12370,3.75,0.125,0.8,189.0,0
12371,3.75,0.125,0.8,207.0,0
12372,3.75,0.125,0.8,225.0,0
12373,3.75,0.125,0.8,243.0,0
12374,3.75,0.125,0.8,261.0,0
12375,3.75,0.125,0.8,279.0,0
12376,3.75,0.125,0.8,297.0,0
12377,3.75,0.125,0.8,315.0,0
12378,3.75,0.125,0.8,333.0,0
12379,3.75,0.125,0.8,351.0,0
12380,3.75,0.125,1.25,9.0,0
12381,3.75,0.125,1.25,27.0,0
12382,3.75,0.125,1.25,45.0,0
12383,3.75,0.125,1.25,63.0,0
12384,3.75,0.125,1.25,81.0,0
12385,3.75,0.125,1.25,99.0,0
12386,3.75,0.125,1.25,117.0,0
12387,3.75,0.125,1.25,135.0,0
12388,3.75,0.125,1.25,153.0,0
12389,3.75,0.125,1.25,171.0,0
12390,3.75,0.125,1.25,189.0,0
12391,3.75,0.125,1.25,207.0,0
12392,3.75,0.125,1.25,225.0,0
12393,3.75,0.125,1.25,243.0,0
12394,3.75,0.125,1.25,261.0,0
12395,3.75,0.125,1.25,279.0,0
12396,3.75,0.125,1.25,297.0,0
12397,3.75,0.125,1.25,315.0,0
12398,3.75,0.125,1.25,333.0,0
12399,3.75,0.125,1.25,351.0,0
12400,3.75,0.125,1.75,9.0,0
12401,3.75,0.125,1.75,27.0,0
12402,3.75,0.125,1.75,45.0,0
12403,3.75,0.125,1.75,63.0,0
12404,3.75,0.125,1.75,81.0,0
12405,3.75,0.125,1.75,99.0,0
12406,3.75,0.125,1.75,117.0,0
12407,3.75,0.125,1.75,135.0,0
12408,3.75,0.125,1.75,153.0,0
12409,3.75,0.125,1.75,171.0,0
12410,3.75,0.125,1.75,189.0,0
12411,3.75,0.125,1.75,207.0,0
12412,3.75,0.125,1.75,225.0,0
12413,3.75,0.125,1.75,243.0,0
12414,3.75,0.125,1.75,261.0,0
12415,3.75,0.125,1.75,279.0,0
12416,3.75,0.125,1.75,297.0,0
12417,3.75,0.125,1.75,315.0,0
12418,3.75,0.125,1.75,333.0,0
12419,3.75,0.125,1.75,351.0,0
12420,3.75,0.125,2.5,9.0,0
12421,3.75,0.125,2.5,27.0,0
12422,3.75,0.125,2.5,45.0,0
12423,3.75,0.125,2.5,63.0,0
12424,3.75,0.125,2.5,81.0,0
12425,3.75,0.125,2.5,99.0,0
12426,3.75,0.125,2.5,117.0,0
12427,3.75,0.125,2.5,135.0,0
12428,3.75,0.125,2.5,153.0,0
12429,3.75,0.125,2.5,171.0,0
12430,3.75,0.125,2.5,189.0,0
12431,3.75,0.125,2.5,207.0,0
12432,3.75,0.125,2.5,225.0,0
12433,3.75,0.125,2.5,243.0,0
12434,3.75,0.125,2.5,261.0,0
12435,3.75,0.125,2.5,279.0,0
12436,3.75,0.125,2.5,297.0,0
12437,3.75,0.125,2.5,315.0,0
12438,3.75,0.125,2.5,333.0,0
12439,3.75,0.125,2.5,351.0,0
12440,3.75,0.125,4.0,9.0,0
12441,3.75,0.125,4.0,27.0,0
12442,3.75,0.125,4.0,45.0,0
12443,3.75,0.125,4.0,63.0,0
12444,3.75,0.125,4.0,81.0,0
12445,3.75,0.125,4.0,99.0,0
12446,3.75,0.125,4.0,117.0,0
12447,3.75,0.125,4.0,135.0,0
12448,3.75,0.125,4.0,153.0,0
12449,3.75,0.125,4.0,171.0,0
12450,3.75,0.125,4.0,189.0,0
12451,3.75,0.125,4.0,207.0,0
12452,3.75,0.125,4.0,225.0,0
12453,3.75,0.125,4.0,243.0,0
12454,3.75,0.125,4.0,261.0,0
12455,3.75,0.125,4.0,279.0,0
12456,3.75,0.125,4.0,297.0,0
12457,3.75,0.125,4.0,315.0,0
12458,3.75,0.125,4.0,333.0,0
12459,3.75,0.125,4.0,351.0,0
12460,3.75,0.125,7.5,9.0,0
12461,3.75,0.125,7.5,27.0,0
12462,3.75,0.125,7.5,45.0,0
12463,3.75,0.125,7.5,63.0,0
12464,3.75,0.125,7.5,81.0,0
12465,3.75,0.125,7.5,99.0,0
12466,3.75,0.125,7.5,117.0,0
12467,3.75,0.125,7.5,135.0,0
12468,3.75,0.125,7.5,153.0,0
12469,3.75,0.125,7.5,171.0,0
12470,3.75,0.125,7.5,189.0,0
12471,3.75,0.125,7.5,207.0,0
12472,3.75,0.125,7.5,225.0,0
12473,3.75,0.125,7.5,243.0,0
12474,3.75,0.125,7.5,261.0,0
12475,3.75,0.125,7.5,279.0,0
12476,3.75,0.125,7.5,297.0,0
12477,3.75,0.125,7.5,315.0,0
12478,3.75,0.125,7.5,333.0,0
12479,3.75,0.125,7.5,351.0,0
12480,3.75,0.175,0.045,9.0,0
12481,3.75,0.175,0.045,27.0,0
12482,3.75,0.175,0.045,45.0,0
12483,3.75,0.175,0.045,63.0,0
12484,3.75,0.175,0.045,81.0,0
12485,3.75,0.175,0.045,99.0,0
12486,3.75,0.175,0.045,117.0,0
12487,3.75,0.175,0.045,135.0,0
12488,3.75,0.175,0.045,153.0,0
12489,3.75,0.175,0.045,171.0,0
12490,3.75,0.175,0.045,189.0,0
12491,3.75,0.175,0.045,207.0,0
12492,3.75,0.175,0.045,225.0,0
12493,3.75,0.175,0.045,243.0,0
12494,3.75,0.175,0.045,261.0,0
12495,3.75,0.175,0.045,279.0,0
12496,3.75,0.175,0.045,297.0,0
12497,3.75,0.175,0.045,315.0,0
12498,3.75,0.175,0.045,333.0,0
12499,3.75,0.175,0.045,351.0,0
12500,3.75,0.175,0.12,9.0,0
12501,3.75,0.175,0.12,27.0,0
12502,3.75,0.175,0.12,45.0,0
12503,3.75,0.175,0.12,63.0,0
12504,3.75,0.175,0.12,81.0,0
12505,3.75,0.175,0.12,99.0,0
12506,3.75,0.175,0.12,117.0,0
12507,3.75,0.175,0.12,135.0,0
12508,3.75,0.175,0.12,153.0,0
12509,3.75,0.175,0.12,171.0,0
12510,3.75,0.175,0.12,189.0,0
12511,3.75,0.175,0.12,207.0,0
12512,3.75,0.175,0.12,225.0,0
12513,3.75,0.175,0.12,243.0,0
12514,3.75,0.175,0.12,261.0,0
12515,3.75,0.175,0.12,279.0,0
12516,3.75,0.175,0.12,297.0,0
12517,3.75,0.175,0.12,315.0,0
12518,3.75,0.175,0.12,333.0,0
12519,3.75,0.175,0.12,351.0,0
12520,3.75,0.175,0.175,9.0,0
12521,3.75,0.175,0.175,27.0,0
12522,3.75,0.175,0.175,45.0,0
12523,3.75,0.175,0.175,63.0,0
12524,3.75,0.175,0.175,81.0,0
12525,3.75,0.175,0.175,99.0,0
12526,3.75,0.175,0.175,117.0,0
12527,3.75,0.175,0.175,135.0,0
12528,3.75,0.175,0.175,153.0,0
12529,3.75,0.175,0.175,171.0,0
12530,3.75,0.175,0.175,189.0,0
12531,3.75,0.175,0.175,207.0,0
12532,3.75,0.175,0.175,225.0,0
12533,3.75,0.175,0.175,243.0,0
12534,3.75,0.175,0.175,261.0,0
12535,3.75,0.175,0.175,279.0,0
12536,3.75,0.175,0.175,297.0,0
12537,3.75,0.175,0.175,315.0,0
12538,3.75,0.175,0.175,333.0,0
12539,3.75,0.175,0.175,351.0,0
12540,3.75,0.175,0.25,9.0,0
12541,3.75,0.175,0.25,27.0,0
12542,3.75,0.175,0.25,45.0,0
12543,3.75,0.175,0.25,63.0,0
12544,3.75,0.175,0.25,81.0,0
12545,3.75,0.175,0.25,99.0,0
12546,3.75,0.175,0.25,117.0,0
12547,3.75,0.175,0.25,135.0,0
12548,3.75,0.175,0.25,153.0,0
12549,3.75,0.175,0.25,171.0,0
12550,3.75,0.175,0.25,189.0,0
12551,3.75,0.175,0.25,207.0,0
12552,3.75,0.175,0.25,225.0,0
12553,3.75,0.175,0.25,243.0,0
12554,3.75,0.175,0.25,261.0,0
12555,3.75,0.175,0.25,279.0,0
12556,3.75,0.175,0.25,297.0,0
12557,3.75,0.175,0.25,315.0,0
12558,3.75,0.175,0.25,333.0,0
12559,3.75,0.175,0.25,351.0,0
12560,3.75,0.175,0.35,9.0,0
12561,3.75,0.175,0.35,27.0,0
12562,3.75,0.175,0.35,45.0,0
12563,3.75,0.175,0.35,63.0,0
12564,3.75,0.175,0.35,81.0,0
12565,3.75,0.175,0.35,99.0,0
12566,3.75,0.175,0.35,117.0,0
12567,3.75,0.175,0.35,135.0,0
12568,3.75,0.175,0.35,153.0,0
12569,3.75,0.175,0.35,171.0,0
12570,3.75,0.175,0.35,189.0,0
12571,3.75,0.175,0.35,207.0,0
12572,3.75,0.175,0.35,225.0,0
12573,3.75,0.175,0.35,243.0,0
12574,3.75,0.175,0.35,261.0,0
12575,3.75,0.175,0.35,279.0,0
12576,3.75,0.175,0.35,297.0,0
12577,3.75,0.175,0.35,315.0,0
12578,3.75,0.175,0.35,333.0,0
12579,3.75,0.175,0.35,351.0,0
12580,3.75,0.175,0.5,9.0,0
12581,3.75,0.175,0.5,27.0,0
12582,3.75,0.175,0.5,45.0,0
12583,3.75,0.175,0.5,63.0,0
12584,3.75,0.175,0.5,81.0,0
12585,3.75,0.175,0.5,99.0,0
12586,3.75,0.175,0.5,117.0,0
12587,3.75,0.175,0.5,135.0,0
12588,3.75,0.175,0.5,153.0,0
12589,3.75,0.175,0.5,171.0,0
12590,3.75,0.175,0.5,189.0,0
12591,3.75,0.175,0.5,207.0,0
12592,3.75,0.175,0.5,225.0,0
12593,3.75,0.175,0.5,243.0,0
12594,3.75,0.175,0.5,261.0,0
12595,3.75,0.175,0.5,279.0,0
12596,3.75,0.175,0.5,297.0,0
12597,3.75,0.175,0.5,315.0,0
12598,3.75,0.175,0.5,333.0,0
12599,3.75,0.175,0.5,351.0,0
12600,3.75,0.175,0.8,9.0,0
12601,3.75,0.175,0.8,27.0,0
12602,3.75,0.175,0.8,45.0,0
